0.527707 323 4
0.767744 372 4
1.00778 398 4
1.24783 409 3
1.72792 414 3
2.20802 421 3
2.68814 426 3
3.16827 433 4
3.6484 434 4
4.12855 433 4
4.60871 436 4
5.08888 433 5
5.56906 441 5
6.04925 437 5
6.52946 447 5
7.00967 430 5
7.48989 448 5
7.97012 443 5
8.45036 452 6

